Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2021,Kittitas,WA,Passenger,155,62,217,29977,30194,0.72
January 31 2020,Klamath,OR,Passenger,1,0,1,38,39,2.56
August 31 2019,El Paso,TX,Passenger,3,0,3,478,481,0.62
February 28 2018,Franklin,WA,Truck,0,0,0,18573,18573,0.00
March 31 2021,Douglas,WA,Truck,0,0,0,12553,12553,0.00
February 28 2017,Cascade,MT,Passenger,0,1,1,62,63,1.59
February 28 2019,Sangamon,IL,Passenger,2,0,2,7,9,22.22
April 30 2021,Calvert,MD,Passenger,0,2,2,89,91,2.20
July 31 2020,Thurston,WA,Passenger,1175,742,1917,197008,198925,0.96
February 29 2024,Clallam,WA,Passenger,701,328,1029,48380,49409,2.08
October 31 2020,Asotin,WA,Passenger,17,14,31,12392,12423,0.25
August 31 2021,Pinellas,FL,Passenger,0,1,1,96,97,1.03
December 31 2021,Collier,FL,Passenger,1,0,1,22,23,4.35
January 31 2024,Currituck,NC,Passenger,1,0,1,17,18,5.56
April 30 2018,Eagle,CO,Passenger,1,0,1,6,7,14.29
April 30 2020,Garfield,WA,Passenger,0,1,1,1340,1341,0.07
March 31 2017,Dallas,TX,Passenger,1,1,2,209,211,0.95
January 31 2024,Jefferson,NY,Passenger,2,0,2,166,168,1.19
May 31 2022,Anne Arundel,MD,Passenger,3,3,6,353,359,1.67
June 30 2023,New London,CT,Passenger,2,2,4,170,174,2.30
July 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
March 31 2020,Benton,WA,Passenger,343,319,662,135123,135785,0.49
November 30 2023,St. Mary's,MD,Passenger,1,0,1,171,172,0.58
December 31 2018,Ada,ID,Passenger,0,2,2,324,326,0.61
May 31 2019,Lewis,WA,Truck,0,0,0,25915,25915,0.00
January 31 2018,Brevard,FL,Passenger,0,1,1,104,105,0.95
August 31 2020,Shasta,CA,Passenger,1,0,1,36,37,2.70
October 31 2020,Newport,RI,Passenger,0,1,1,84,85,1.18
March 31 2021,Pinellas,FL,Passenger,1,1,2,102,104,1.92
June 30 2020,Bucks,PA,Passenger,1,0,1,21,22,4.55
June 30 2019,Jefferson,WA,Passenger,197,119,316,24989,25305,1.25
June 30 2023,Columbia,WA,Passenger,11,1,12,2409,2421,0.50
April 30 2024,Jefferson,WA,Truck,22,0,22,8963,8985,0.24
January 31 2024,Plaquemines,LA,Passenger,1,1,2,16,18,11.11
August 31 2021,Thurston,WA,Passenger,1711,905,2616,197453,200069,1.31
June 30 2022,Chelan,WA,Passenger,461,126,587,54314,54901,1.07
March 31 2017,Grant,WA,Passenger,17,21,38,60322,60360,0.06
June 30 2019,Klickitat,WA,Passenger,35,32,67,15554,15621,0.43
January 31 2024,Loudoun,VA,Passenger,2,1,3,52,55,5.45
December 31 2023,Mason,WA,Truck,19,0,19,20391,20410,0.09
November 30 2022,Ferry,WA,Truck,0,0,0,3581,3581,0.00
July 31 2017,Prince George's,MD,Passenger,0,1,1,188,189,0.53
October 31 2021,Cook,IL,Passenger,2,0,2,216,218,0.92
January 31 2022,Alameda,CA,Passenger,5,0,5,224,229,2.18
March 31 2020,Newport,RI,Passenger,0,1,1,83,84,1.19
May 31 2023,Chesterfield,VA,Passenger,1,0,1,38,39,2.56
October 31 2021,Ulster,NY,Passenger,1,0,1,14,15,6.67
November 30 2017,Columbia,WA,Passenger,2,1,3,2392,2395,0.13
June 30 2023,Contra Costa,CA,Passenger,1,3,4,180,184,2.17
February 28 2021,Orange,CA,Passenger,4,3,7,467,474,1.48
January 31 2021,Lewis,WA,Truck,0,0,0,26714,26714,0.00
April 30 2024,Newport News,VA,Passenger,1,0,1,80,81,1.23
August 31 2023,St. Mary's,MD,Passenger,1,0,1,173,174,0.57
August 31 2023,Shasta,CA,Passenger,1,0,1,25,26,3.85
December 31 2020,,,Passenger,5,1,6,369,375,1.60
June 30 2022,Loudoun,VA,Passenger,2,1,3,66,69,4.35
March 31 2018,St. Clair,IL,Passenger,0,1,1,157,158,0.63
January 31 2021,Suffolk,MA,Passenger,0,2,2,32,34,5.88
November 30 2018,Franklin,MA,Passenger,0,1,1,1,2,50.00
November 30 2017,Los Angeles,CA,Passenger,4,2,6,1243,1249,0.48
October 31 2020,Washtenaw,MI,Passenger,1,1,2,31,33,6.06
June 30 2018,Mercer,NJ,Passenger,0,1,1,21,22,4.55
June 30 2021,Richmond,NY,Passenger,1,0,1,7,8,12.50
May 31 2018,Monroe,IL,Passenger,1,0,1,4,5,20.00
February 28 2022,Douglas,WA,Passenger,123,55,178,28549,28727,0.62
December 31 2019,Grays Harbor,WA,Truck,0,0,0,20766,20766,0.00
October 31 2022,St. Louis,MO,Passenger,2,0,2,65,67,2.99
July 31 2020,Shelby,TN,Passenger,0,1,1,92,93,1.08
November 30 2020,Howard,IN,Passenger,0,1,1,3,4,25.00
October 31 2017,Walla Walla,WA,Passenger,28,28,56,35145,35201,0.16
April 30 2020,Cumberland,NC,Passenger,0,2,2,482,484,0.41
January 31 2024,Chelan,WA,Truck,48,0,48,22968,23016,0.21
August 31 2021,Stevens,WA,Truck,0,0,0,18905,18905,0.00
January 31 2017,Columbia,WA,Truck,0,0,0,1544,1544,0.00
February 28 2021,Grant,WA,Truck,0,0,0,27653,27653,0.00
December 31 2021,Richland,SC,Passenger,0,2,2,140,142,1.41
September 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,85,86,1.16
November 30 2021,Wahkiakum,WA,Passenger,17,10,27,3089,3116,0.87
February 29 2024,Frederick,MD,Passenger,1,1,2,46,48,4.17
August 31 2023,Palm Beach,FL,Passenger,1,1,2,48,50,4.00
June 30 2019,Kitsap,WA,Passenger,1049,605,1654,180763,182417,0.91
November 30 2017,Adams,WA,Truck,0,0,0,5140,5140,0.00
October 31 2018,Fresno,CA,Passenger,1,0,1,193,194,0.52
February 28 2023,Wahkiakum,WA,Passenger,25,15,40,3042,3082,1.30
April 30 2022,Brown,WI,Passenger,1,0,1,9,10,10.00
January 31 2021,Hawaii,HI,Passenger,1,0,1,56,57,1.75
February 28 2022,Carroll,MD,Passenger,0,1,1,15,16,6.25
May 31 2021,Thurston,WA,Truck,0,0,0,56596,56596,0.00
January 31 2019,Benton,WA,Truck,0,0,0,41615,41615,0.00
August 31 2023,Island,WA,Passenger,1153,451,1604,61052,62656,2.56
September 30 2023,Ada,ID,Passenger,2,0,2,110,112,1.79
February 28 2023,Randolph,NC,Passenger,1,0,1,4,5,20.00
October 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
July 31 2022,Whatcom,WA,Passenger,1865,754,2619,148626,151245,1.73
June 30 2022,Clallam,WA,Passenger,422,249,671,49753,50424,1.33
October 31 2022,Danville,VA,Passenger,1,0,1,0,1,100.00
May 31 2023,Snohomish,WA,Truck,161,0,161,121628,121789,0.13
October 31 2020,Kitsap,WA,Passenger,1464,729,2193,179607,181800,1.21
November 30 2022,Thurston,WA,Passenger,2551,1112,3663,192112,195775,1.87
April 30 2019,Contra Costa,CA,Passenger,2,2,4,383,387,1.03
November 30 2020,Dallas,TX,Passenger,1,0,1,184,185,0.54
November 30 2023,Pinal,AZ,Passenger,1,1,2,74,76,2.63
February 28 2017,Volusia,FL,Passenger,0,1,1,50,51,1.96
October 31 2020,Kings,NY,Passenger,1,0,1,67,68,1.47
November 30 2019,Maui,HI,Passenger,2,0,2,46,48,4.17
March 31 2018,Palm Beach,FL,Passenger,0,2,2,86,88,2.27
October 31 2023,Miami-Dade,FL,Passenger,1,0,1,56,57,1.75
March 31 2019,Larimer,CO,Passenger,1,0,1,59,60,1.67
July 31 2023,Lincoln,OR,Passenger,0,1,1,15,16,6.25
December 31 2018,Washtenaw,MI,Passenger,1,0,1,40,41,2.44
December 31 2022,Gwinnett,GA,Passenger,1,0,1,47,48,2.08
June 30 2018,St. Mary's,MD,Passenger,1,0,1,216,217,0.46
September 30 2020,Pacific,WA,Truck,0,0,0,7739,7739,0.00
June 30 2019,Norfolk,VA,Passenger,2,1,3,349,352,0.85
December 31 2023,Placer,CA,Passenger,1,0,1,57,58,1.72
October 31 2022,Philadelphia,PA,Passenger,1,0,1,46,47,2.13
October 31 2021,St. Clair,IL,Passenger,1,0,1,126,127,0.79
June 30 2021,Adams,WA,Truck,0,0,0,5385,5385,0.00
February 29 2024,Benton,WA,Passenger,1458,668,2126,134770,136896,1.55
November 30 2022,Suffolk,VA,Passenger,1,0,1,118,119,0.84
April 30 2022,Nueces,TX,Passenger,1,1,2,62,64,3.12
April 30 2021,Collier,FL,Passenger,1,0,1,21,22,4.55
June 30 2017,Santa Fe,NM,Passenger,0,1,1,46,47,2.13
September 30 2023,Hamilton,OH,Passenger,1,0,1,27,28,3.57
March 31 2018,Skagit,WA,Truck,1,0,1,31917,31918,0.00
April 30 2018,Nassau,NY,Passenger,1,0,1,40,41,2.44
May 31 2023,Yakima,WA,Truck,12,0,12,61104,61116,0.02
August 31 2017,Clark,WA,Truck,0,0,0,77885,77885,0.00
September 30 2018,Benton,WA,Passenger,188,208,396,132408,132804,0.30
August 31 2019,Anne Arundel,MD,Passenger,1,1,2,434,436,0.46
August 31 2019,El Paso,CO,Passenger,2,1,3,747,750,0.40
September 30 2018,Orange,CA,Passenger,4,1,5,568,573,0.87
October 31 2018,Hardin,KY,Passenger,0,1,1,111,112,0.89
April 30 2019,Kalamazoo,MI,Passenger,1,0,1,14,15,6.67
February 28 2022,Penobscot,ME,Passenger,0,1,1,7,8,12.50
June 30 2017,Pierce,WA,Passenger,956,842,1798,524838,526636,0.34
May 31 2023,Kitsap,WA,Passenger,3136,1251,4387,175840,180227,2.43
October 31 2023,Snohomish,WA,Truck,216,0,216,120588,120804,0.18
January 31 2017,Riverside,CA,Passenger,1,1,2,892,894,0.22
May 31 2018,Walla Walla,WA,Truck,0,0,0,13391,13391,0.00
February 28 2022,Clark,WA,Truck,2,0,2,83709,83711,0.00
July 31 2023,Moore,NC,Passenger,0,1,1,107,108,0.93
April 30 2019,Nassau,NY,Passenger,3,0,3,44,47,6.38
July 31 2023,Stafford,VA,Passenger,3,1,4,76,80,5.00
June 30 2020,Lee,FL,Passenger,1,0,1,50,51,1.96
April 30 2021,Juneau,AK,Passenger,0,1,1,27,28,3.57
February 28 2021,New York,NY,Passenger,2,0,2,56,58,3.45
April 30 2020,Maricopa,AZ,Passenger,7,9,16,1558,1574,1.02
December 31 2020,Loudoun,VA,Passenger,1,0,1,75,76,1.32
February 28 2023,Maricopa,AZ,Passenger,10,5,15,831,846,1.77
January 31 2021,Williamson,TX,Passenger,0,2,2,134,136,1.47
September 30 2023,Pend Oreille,WA,Truck,0,0,0,5604,5604,0.00
August 31 2017,St. Lucie,FL,Passenger,1,0,1,28,29,3.45
February 28 2023,Essex,MA,Passenger,1,0,1,15,16,6.25
July 31 2020,Spokane,WA,Passenger,752,490,1242,316301,317543,0.39
October 31 2022,Clallam,WA,Passenger,457,256,713,49414,50127,1.42
June 30 2017,Wahkiakum,WA,Truck,0,0,0,1644,1644,0.00
May 31 2020,Dakota,MN,Passenger,0,1,1,30,31,3.23
December 31 2020,Monroe,IL,Passenger,1,0,1,2,3,33.33
May 31 2022,Whatcom,WA,Truck,5,0,5,43349,43354,0.01
December 31 2019,Chelan,WA,Truck,0,0,0,22546,22546,0.00
September 30 2017,Stevens,WA,Truck,0,0,0,18247,18247,0.00
February 28 2022,Orange,NC,Passenger,0,1,1,12,13,7.69
January 31 2024,Madison,IL,Passenger,2,0,2,14,16,12.50
March 31 2018,Bexar,TX,Passenger,2,2,4,796,800,0.50
January 31 2023,Jackson,OK,Passenger,0,1,1,33,34,2.94
November 30 2020,Whitman,WA,Truck,0,0,0,8487,8487,0.00
October 31 2019,Adams,WA,Truck,0,0,0,5152,5152,0.00
February 29 2020,Ulster,NY,Passenger,1,0,1,13,14,7.14
August 31 2021,Benton,WA,Truck,0,0,0,43606,43606,0.00
March 31 2018,Thurston,WA,Truck,0,0,0,54001,54001,0.00
January 31 2024,Los Angeles,CA,Passenger,5,4,9,541,550,1.64
March 31 2019,Ventura,CA,Passenger,0,2,2,320,322,0.62
December 31 2019,Pima,AZ,Passenger,3,1,4,395,399,1.00
February 28 2017,Franklin,OH,Passenger,0,1,1,116,117,0.85
August 31 2023,Henrico,VA,Passenger,0,1,1,8,9,11.11
August 31 2019,Placer,CA,Passenger,1,0,1,103,104,0.96
August 31 2023,Alexandria,VA,Passenger,3,1,4,84,88,4.55
June 30 2019,Montgomery,TX,Passenger,2,0,2,64,66,3.03
January 31 2018,Orange,CA,Passenger,3,1,4,585,589,0.68
October 31 2022,San Joaquin,CA,Passenger,1,0,1,89,90,1.11
August 31 2021,Saginaw,MI,Passenger,1,0,1,9,10,10.00
April 30 2023,Providence,RI,Passenger,1,0,1,18,19,5.26
September 30 2017,Skamania,WA,Passenger,10,7,17,8570,8587,0.20
October 31 2021,Geary,KS,Passenger,1,0,1,98,99,1.01
November 30 2021,Contra Costa,CA,Passenger,1,4,5,255,260,1.92
June 30 2019,Nantucket,MA,Passenger,1,0,1,2,3,33.33
November 30 2022,Columbia,WA,Passenger,8,1,9,2427,2436,0.37
July 31 2018,Broward,FL,Passenger,1,1,2,131,133,1.50
April 30 2020,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
November 30 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
November 30 2023,Chelan,WA,Passenger,729,203,932,54136,55068,1.69
October 31 2022,Arlington,VA,Passenger,1,0,1,117,118,0.85
November 30 2023,Moore,NC,Passenger,0,1,1,101,102,0.98
June 30 2020,Hudson,NJ,Passenger,1,0,1,40,41,2.44
October 31 2022,San Francisco,CA,Passenger,1,0,1,79,80,1.25
June 30 2020,Placer,CA,Passenger,2,0,2,96,98,2.04
March 31 2017,Oklahoma,OK,Passenger,0,1,1,174,175,0.57
May 31 2019,San Juan,PR,Passenger,0,1,1,3,4,25.00
August 31 2019,Prince George's,MD,Passenger,1,1,2,181,183,1.09
April 30 2021,Tarrant,TX,Passenger,1,0,1,161,162,0.62
July 31 2022,Allen,IN,Passenger,1,0,1,19,20,5.00
May 31 2022,Philadelphia,PA,Passenger,1,0,1,41,42,2.38
September 30 2022,Yellowstone,MT,Passenger,0,1,1,19,20,5.00
July 31 2022,Bartow,GA,Passenger,0,1,1,5,6,16.67
October 31 2019,Grays Harbor,WA,Passenger,95,95,190,48293,48483,0.39
December 31 2021,Franklin,WA,Truck,0,0,0,20839,20839,0.00
September 30 2018,Sedgwick,KS,Passenger,0,1,1,100,101,0.99
February 28 2019,Pend Oreille,WA,Truck,0,0,0,5740,5740,0.00
May 31 2022,San Juan,WA,Passenger,499,152,651,14081,14732,4.42
March 31 2017,Prince William,VA,Passenger,0,4,4,276,280,1.43
May 31 2017,Okaloosa,FL,Passenger,1,0,1,187,188,0.53
June 30 2022,Tarrant,TX,Passenger,3,0,3,126,129,2.33
December 31 2018,Spokane,WA,Truck,1,0,1,93745,93746,0.00
May 31 2022,Lewis,WA,Truck,0,0,0,26413,26413,0.00
February 29 2020,Pend Oreille,WA,Truck,0,0,0,5761,5761,0.00
December 31 2018,Hardin,KY,Passenger,0,1,1,103,104,0.96
September 30 2020,Fairbanks North Star,AK,Passenger,0,1,1,97,98,1.02
September 30 2023,Douglas,NE,Passenger,1,1,2,25,27,7.41
November 30 2022,Cass,MN,Passenger,0,1,1,1,2,50.00
February 28 2017,,,Passenger,2,0,2,469,471,0.42
April 30 2018,Skagit,WA,Truck,1,0,1,31975,31976,0.00
June 30 2023,Grant,WA,Truck,11,0,11,28100,28111,0.04
January 31 2017,Tulare,CA,Passenger,1,0,1,204,205,0.49
May 31 2023,Travis,TX,Passenger,3,1,4,94,98,4.08
August 31 2018,Broward,FL,Passenger,1,1,2,135,137,1.46
July 31 2021,Nassau,NY,Passenger,3,0,3,35,38,7.89
September 30 2020,Pinellas,FL,Passenger,1,1,2,110,112,1.79
October 31 2021,Mercer,NJ,Passenger,0,1,1,13,14,7.14
April 30 2022,Palm Beach,FL,Passenger,0,1,1,59,60,1.67
May 31 2023,Albemarle,VA,Passenger,2,0,2,16,18,11.11
May 31 2022,Harris,TX,Passenger,2,0,2,175,177,1.13
June 30 2020,Charleston,SC,Passenger,1,0,1,108,109,0.92
October 31 2020,Platte,MO,Passenger,1,0,1,19,20,5.00
January 31 2022,St. Clair,IL,Passenger,1,0,1,122,123,0.81
March 31 2022,Danville,VA,Passenger,1,0,1,0,1,100.00
April 30 2020,Skagit,WA,Truck,1,0,1,32381,32382,0.00
July 31 2017,Clallam,WA,Passenger,93,77,170,48420,48590,0.35
September 30 2020,St. Mary's,MD,Passenger,1,0,1,215,216,0.46
November 30 2022,Harnett,NC,Passenger,2,0,2,155,157,1.27
January 31 2021,Santa Clara,CA,Passenger,7,2,9,288,297,3.03
April 30 2023,Wake,NC,Passenger,2,0,2,85,87,2.30
November 30 2021,Riverside,CA,Passenger,5,1,6,532,538,1.12
May 31 2021,Orange,CA,Passenger,4,3,7,455,462,1.52
October 31 2021,Harnett,NC,Passenger,1,1,2,169,171,1.17
June 30 2022,Fort Bend,TX,Passenger,1,0,1,25,26,3.85
March 31 2020,Clark,WA,Passenger,1983,1061,3044,320193,323237,0.94
October 31 2019,Franklin,WA,Passenger,53,75,128,60614,60742,0.21
August 31 2021,Lewis,WA,Truck,0,0,0,26740,26740,0.00
March 31 2021,San Juan,WA,Truck,0,0,0,5881,5881,0.00
September 30 2019,DuPage,IL,Passenger,3,0,3,64,67,4.48
August 31 2019,Maui,HI,Passenger,2,0,2,47,49,4.08
December 31 2018,DeKalb,GA,Passenger,1,0,1,79,80,1.25
March 31 2019,Lee,FL,Passenger,1,0,1,52,53,1.89
December 31 2017,New Haven,CT,Passenger,0,1,1,55,56,1.79
September 30 2020,Spartanburg,SC,Passenger,0,1,1,53,54,1.85
March 31 2019,Collier,FL,Passenger,1,0,1,21,22,4.55
December 31 2020,Fort Bend,TX,Passenger,1,0,1,39,40,2.50
January 31 2021,Hudson,NJ,Passenger,1,0,1,42,43,2.33
April 30 2024,Kern,CA,Passenger,1,1,2,136,138,1.45
August 31 2020,Allegheny,PA,Passenger,2,0,2,82,84,2.38
December 31 2022,Henrico,VA,Passenger,0,1,1,10,11,9.09
June 30 2023,Ferry,WA,Passenger,21,4,25,4334,4359,0.57
January 31 2018,Clay,FL,Passenger,0,1,1,107,108,0.93
September 30 2019,DeKalb,GA,Passenger,1,0,1,83,84,1.19
April 30 2022,Marin,CA,Passenger,1,1,2,33,35,5.71
January 31 2024,Montgomery,OH,Passenger,0,1,1,34,35,2.86
October 31 2019,Osceola,FL,Passenger,1,0,1,42,43,2.33
December 31 2022,Hennepin,MN,Passenger,1,0,1,49,50,2.00
March 31 2017,Lewis,NY,Passenger,0,1,1,10,11,9.09
November 30 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
June 30 2019,Pacific,WA,Truck,0,0,0,7650,7650,0.00
March 31 2023,Sumter,SC,Passenger,0,1,1,35,36,2.78
January 31 2020,Middlesex,MA,Passenger,1,0,1,106,107,0.93
October 31 2022,Jefferson,WA,Passenger,465,225,690,24394,25084,2.75
October 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,97,98,1.02
October 31 2020,King,WA,Passenger,25870,8011,33881,1372209,1406090,2.41
December 31 2022,Spokane,WA,Truck,19,0,19,101734,101753,0.02
March 31 2023,Grant,WA,Truck,8,0,8,28063,28071,0.03
April 30 2022,Columbia,WA,Truck,0,0,0,1587,1587,0.00
July 31 2021,Stevens,WA,Passenger,50,46,96,30377,30473,0.32
June 30 2023,San Juan,WA,Passenger,616,178,794,13811,14605,5.44
December 31 2020,Collin,TX,Passenger,2,1,3,131,134,2.24
February 28 2022,Spartanburg,SC,Passenger,0,1,1,45,46,2.17
February 28 2023,Sumter,SC,Passenger,0,1,1,34,35,2.86
March 31 2021,Gwinnett,GA,Passenger,1,0,1,69,70,1.43
August 31 2021,Clinton,PA,Passenger,1,0,1,0,1,100.00
March 31 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
October 31 2019,,,Passenger,6,2,8,423,431,1.86
January 31 2017,Garfield,WA,Passenger,0,0,0,1285,1285,0.00
September 30 2019,Hawaii,HI,Passenger,1,0,1,62,63,1.59
April 30 2020,Juneau,AK,Passenger,0,2,2,31,33,6.06
February 28 2017,Yakima,WA,Truck,0,0,0,57219,57219,0.00
June 30 2017,San Diego,CA,Passenger,5,1,6,2728,2734,0.22
February 28 2023,Galveston,TX,Passenger,0,1,1,18,19,5.26
July 31 2017,Virginia Beach,VA,Passenger,2,1,3,646,649,0.46
January 31 2020,Hudson,NJ,Passenger,1,0,1,41,42,2.38
September 30 2022,Pulaski,AR,Passenger,1,0,1,30,31,3.23
March 31 2017,Cascade,MT,Passenger,0,1,1,63,64,1.56
June 30 2018,Clark,WA,Passenger,1009,719,1728,307928,309656,0.56
April 30 2021,Multnomah,OR,Passenger,2,5,7,689,696,1.01
April 30 2024,Montgomery,AL,Passenger,1,0,1,33,34,2.94
March 31 2024,Essex,NJ,Passenger,2,1,3,8,11,27.27
September 30 2022,Arapahoe,CO,Passenger,0,1,1,88,89,1.12
March 31 2018,,,Passenger,2,2,4,444,448,0.89
July 31 2018,Clackamas,OR,Passenger,0,1,1,217,218,0.46
January 31 2021,Albemarle,VA,Passenger,1,0,1,24,25,4.00
December 31 2018,Jefferson,WA,Truck,0,0,0,9601,9601,0.00
October 31 2021,Skagit,WA,Passenger,648,295,943,91412,92355,1.02
September 30 2018,San Francisco,CA,Passenger,1,1,2,121,123,1.63
October 31 2019,Fulton,GA,Passenger,0,3,3,107,110,2.73
April 30 2024,New Haven,CT,Passenger,0,2,2,19,21,9.52
July 31 2018,Lewis,WA,Passenger,83,61,144,57815,57959,0.25
March 31 2018,Lincoln,WA,Passenger,2,5,7,7578,7585,0.09
July 31 2020,Solano,CA,Passenger,1,0,1,211,212,0.47
April 30 2023,Cumberland,NC,Passenger,1,4,5,323,328,1.52
November 30 2023,Portsmouth,VA,Passenger,0,1,1,61,62,1.61
February 28 2019,Hennepin,MN,Passenger,2,0,2,106,108,1.85
November 30 2020,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
January 31 2020,Jefferson,WA,Passenger,224,139,363,25206,25569,1.42
December 31 2021,Island,WA,Passenger,713,340,1053,62599,63652,1.65
August 31 2021,Contra Costa,CA,Passenger,2,4,6,256,262,2.29
June 30 2022,Virginia Beach,VA,Passenger,2,0,2,517,519,0.39
November 30 2021,San Juan,WA,Truck,0,0,0,5993,5993,0.00
November 30 2018,Cumberland,NC,Passenger,0,1,1,533,534,0.19
October 31 2020,Montgomery,OH,Passenger,0,1,1,48,49,2.04
June 30 2022,Portsmouth,VA,Passenger,0,1,1,79,80,1.25
April 30 2020,Montgomery,AL,Passenger,0,1,1,37,38,2.63
August 31 2017,Snohomish,WA,Truck,1,0,1,121661,121662,0.00
December 31 2020,San Juan,WA,Truck,0,0,0,5870,5870,0.00
February 28 2022,Benton,WA,Passenger,662,450,1112,135725,136837,0.81
October 31 2019,Maui,HI,Passenger,2,0,2,47,49,4.08
September 30 2019,Fulton,GA,Passenger,0,3,3,107,110,2.73
March 31 2024,Burlington,NJ,Passenger,0,2,2,71,73,2.74
November 30 2021,Cook,IL,Passenger,2,0,2,213,215,0.93
August 31 2017,Jackson,MO,Passenger,1,0,1,59,60,1.67
May 31 2019,St. Lucie,FL,Passenger,1,0,1,28,29,3.45
February 29 2020,Riverside,CA,Passenger,3,1,4,655,659,0.61
November 30 2021,Benton,WA,Truck,0,0,0,43643,43643,0.00
December 31 2017,Ferry,WA,Truck,0,0,0,3525,3525,0.00
March 31 2022,Klickitat,WA,Truck,0,0,0,8302,8302,0.00
July 31 2021,Denver,CO,Passenger,1,0,1,124,125,0.80
November 30 2022,Boulder,CO,Passenger,2,0,2,45,47,4.26
February 28 2023,Maui,HI,Passenger,1,0,1,25,26,3.85
October 31 2023,Ulster,NY,Passenger,1,0,1,6,7,14.29
October 31 2019,Clark,WA,Passenger,1782,1016,2798,316880,319678,0.88
September 30 2020,Grant,WA,Truck,0,0,0,27291,27291,0.00
April 30 2024,Benton,WA,Truck,38,0,38,41573,41611,0.09
September 30 2022,Penobscot,ME,Passenger,0,1,1,9,10,10.00
October 31 2018,Carson City,NV,Passenger,1,0,1,14,15,6.67
October 31 2020,Vigo,IN,Passenger,1,0,1,6,7,14.29
September 30 2023,Chesapeake,VA,Passenger,2,1,3,289,292,1.03
November 30 2020,Contra Costa,CA,Passenger,4,3,7,282,289,2.42
March 31 2023,New Haven,CT,Passenger,0,2,2,28,30,6.67
October 31 2019,Columbia,WA,Passenger,3,2,5,2436,2441,0.20
November 30 2018,,,Passenger,4,2,6,432,438,1.37
April 30 2017,Columbia,WA,Truck,0,0,0,1537,1537,0.00
February 29 2020,Osceola,FL,Passenger,1,0,1,43,44,2.27
July 31 2019,Hennepin,MN,Passenger,2,1,3,106,109,2.75
January 31 2022,Columbia,WA,Truck,0,0,0,1556,1556,0.00
March 31 2022,Lake,FL,Passenger,1,0,1,23,24,4.17
September 30 2022,Rock Island,IL,Passenger,0,1,1,14,15,6.67
June 30 2021,Whatcom,WA,Passenger,1420,602,2022,150752,152774,1.32
August 31 2020,Clark,WA,Passenger,2135,1076,3211,318123,321334,1.00
June 30 2017,Northampton,PA,Passenger,1,0,1,147,148,0.68
December 31 2020,Santa Clara,CA,Passenger,7,2,9,290,299,3.01
February 28 2019,Monroe,IL,Passenger,1,0,1,3,4,25.00
January 31 2019,Clark,WA,Passenger,1313,868,2181,312042,314223,0.69
June 30 2020,Stafford,VA,Passenger,1,1,2,98,100,2.00
May 31 2023,Yolo,CA,Passenger,1,0,1,24,25,4.00
September 30 2022,Carroll,MD,Passenger,0,1,1,16,17,5.88
February 29 2024,Chelan,WA,Truck,51,0,51,22853,22904,0.22
April 30 2024,Orange,CA,Passenger,5,2,7,232,239,2.93
May 31 2017,Mercer,NJ,Passenger,0,1,1,19,20,5.00
January 31 2021,Norfolk,VA,Passenger,2,3,5,335,340,1.47
October 31 2020,Lane,OR,Passenger,0,1,1,148,149,0.67
February 29 2024,Arapahoe,CO,Passenger,1,1,2,62,64,3.12
March 31 2020,Hillsborough,FL,Passenger,0,1,1,190,191,0.52
October 31 2021,Frederick,MD,Passenger,1,1,2,72,74,2.70
November 30 2018,Hawaii,HI,Passenger,1,0,1,69,70,1.43
July 31 2021,Houston,GA,Passenger,1,0,1,47,48,2.08
June 30 2022,Coryell,TX,Passenger,1,0,1,99,100,1.00
January 31 2021,San Bernardino,CA,Passenger,1,0,1,400,401,0.25
March 31 2023,Lee,AL,Passenger,1,0,1,15,16,6.25
February 29 2020,Putnam,TN,Passenger,0,1,1,3,4,25.00
March 31 2018,Benton,WA,Truck,0,0,0,40796,40796,0.00
March 31 2019,Pacific,WA,Passenger,23,26,49,15843,15892,0.31
April 30 2017,Los Angeles,CA,Passenger,2,1,3,1366,1369,0.22
October 31 2022,Middlesex,MA,Passenger,2,0,2,82,84,2.38
June 30 2020,Santa Cruz,CA,Passenger,1,0,1,36,37,2.70
February 28 2018,St. Lucie,FL,Passenger,1,0,1,26,27,3.70
August 31 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
May 31 2023,Chesapeake,VA,Passenger,3,2,5,305,310,1.61
September 30 2020,Prince William,VA,Passenger,2,3,5,223,228,2.19
September 30 2018,DuPage,IL,Passenger,1,0,1,59,60,1.67
January 31 2017,Shoshone,ID,Passenger,0,1,1,99,100,1.00
March 31 2023,Yuba,CA,Passenger,1,0,1,54,55,1.82
May 31 2019,Denver,CO,Passenger,1,0,1,135,136,0.74
